episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,rating_imdb,votes_imdb,puntuacion_MAL,votos_MAL
745,"['June 12, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shūichi Itō'],['Yoshihiro Ueda'],8.6,2,15.0,9.1,2843.0,9.2,393
746,"['June 19, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Isamu Takara'],['Masahiro Hosoda'],7.4,5,15.0,8.8,1959.0,9.0,463
747,"['June 26, 2016']",['Jin Tanaka'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],9.5,3,2.0,6.4,748.0,8.0,263
748,"['July 3, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],7.5,2,0.0,6.2,746.0,8.0,182
749,"['July 10, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Kentarō Fujita'],8.5,4,0.0,6.3,729.0,7.6,187
750,"['July 17, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],8.0,2,0.0,6.3,726.0,8.0,379
751,"['July 31, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],7.9,5,2.0,7.1,834.0,8.0,366
752,"['August 7, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Tetsuya Endō'],7.4,4,13.0,7.6,856.0,8.8,327
753,"['August 21, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Takashi Ōtsuka'],6.8,5,16.0,7.4,857.0,8.6,326
754,"['August 28, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Isamu Takara'],['Yasunori Koyama'],7.0,5,15.0,7.5,835.0,9.0,269
755,"['September 4, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Masahiro Hosoda'],7.6,4,15.0,7.5,875.0,9.0,321
756,"['September 11, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],8.8,4,13.0,7.5,842.0,8.6,297
757,"['September 25, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Yoshihiro Ueda'],7.0,3,11.0,7.5,837.0,8.6,271
758,"['October 2, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Kentarō Fujita'],6.6,4,12.0,7.4,841.0,8.4,252
759,"['October 9, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],6.9,3,11.0,7.7,1003.0,8.6,255
760,"['October 16, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],6.2,7,14.0,7.7,999.0,8.8,298
761,"['October 23, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],"['Midori Matsuda', 'Kazuya Hisada']",['Yoshihiro Ueda'],6.6,5,13.0,7.6,896.0,8.6,254
762,"['October 30, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Kentarō Fujita'],6.6,6,10.0,7.9,1076.0,9.0,227
763,"['November 6, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Isamu Takara'],['Satoshi Itō'],6.4,6,15.0,8.4,1608.0,9.0,259
764,"['November 13, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yasunori Koyama'],6.8,3,14.0,8.6,1750.0,9.2,266
765,"['November 20, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tatsuya Nagamine'],7.1,6,2.0,7.3,894.0,8.6,284
766,"['November 27, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Masahiro Hosoda'],7.3,5,15.0,7.6,1024.0,8.8,238
767,"['December 4, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Keiichi Ichikawa'],['Toshinori Fukuzawa'],8.2,4,15.0,9.2,2904.0,9.6,440
768,"['December 11, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.5,7,11.0,7.8,1093.0,8.8,238
769,"['December 18, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],7.1,4,9.0,8.7,1958.0,9.2,321
770,"['December 25, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Kentarō Fujita'],6.1,4,10.0,9.1,2709.0,9.2,335
771,"['January 8, 2017']",['Atsuhiro Tomioka'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Midori Matsuda'],['Satoshi Itō'],7.5,3,11.0,8.2,1023.0,9.0,294
772,"['January 15, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Yasunori Koyama'],7.3,6,11.0,8.0,950.0,9.2,276
773,"['January 22, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Isamu Takara'],['Yoshihiro Ueda'],8.2,5,10.0,7.9,914.0,8.8,247
774,"['January 29, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takashi Ōtsuka'],7.1,6,12.0,8.1,1030.0,8.4,285
775,"['February 5, 2017']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Masahiro Hosoda'],7.1,6,0.0,7.2,835.0,8.4,237
776,"['February 12, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Yasunori Koyama'],6.1,6,15.0,7.5,839.0,9.0,250
777,"['February 19, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],7.3,5,6.0,7.0,917.0,8.4,266
778,"['February 26, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Shūichi Itō'],['Yoshihiro Ueda'],7.3,5,23.0,7.1,884.0,8.6,242
779,"['March 5, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Kentarō Fujita'],6.8,5,12.0,7.7,858.0,8.8,273
780,"['March 19, 2017']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],5.7,5,0.0,6.8,748.0,8.2,239
781,"['March 26, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],"['Midori Matsuda', 'Shūichi Itō']",['Yoshihiro Ueda'],6.6,3,0.0,6.7,754.0,8.2,180
782,"['April 2, 2017']",['Jin Tanaka'],['Miho Shiraishi'],"['Isamu Takara', 'Kazuya Hisada']",['Satoshi Itō'],6.5,5,0.0,7.0,746.0,8.2,211
783,"['April 9, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yasunori Koyama'],7.9,4,10.0,7.6,1078.0,8.6,290
784,"['April 16, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Kentarō Fujita'],5.9,6,10.0,7.6,1077.0,8.6,263
785,"['April 23, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Yusuke Suzuki'],7.2,4,10.0,8.4,1843.0,9.0,281
786,"['April 30, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Toshinori Fukuzawa'],6.6,5,14.0,7.9,1152.0,9.4,330
787,"['May 7, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],6.8,3,11.0,7.7,1072.0,8.8,244
788,"['May 14, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Shūichi Itō'],['Yoshihiro Ueda'],7.0,5,10.0,7.4,1026.0,8.2,243
789,"['May 21, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Isamu Takara'],['Yasunori Koyama'],7.6,3,8.0,7.8,1073.0,8.8,261
790,"['May 28, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Toshio Deguchi'],['Miho Hirayama'],6.2,5,15.0,7.7,1065.0,8.8,260
791,"['June 4, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Kentarō Fujita'],6.2,5,12.0,7.2,918.0,8.0,242
792,"['June 11, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],5.8,7,11.0,7.3,904.0,8.6,244
793,"['June 18, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kimitaka Itō'],['Katsumi Tokoro'],7.0,4,13.0,8.2,1144.0,9.2,267
794,"['June 25, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yusuke Suzuki'],6.1,5,10.0,7.9,1120.0,8.8,233
795,"['July 2, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yasunori Koyama'],6.2,5,13.0,7.5,1033.0,8.6,238
796,"['July 9, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Shūichi Itō'],['Satoshi Itō'],6.6,4,14.0,7.6,1023.0,8.6,242
797,"['July 16, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Isamu Takara'],['Kentarō Fujita'],6.2,3,13.0,7.7,1065.0,8.6,230
798,"['July 23, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],6.7,3,11.0,8.2,1539.0,8.4,247
799,"['July 30, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Katsumi Tokoro'],6.1,5,11.0,8.5,1833.0,9.0,260
800,"['August 6, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kimitaka Itō'],['Yusuke Suzuki'],5.8,5,11.0,8.6,1808.0,8.6,599
801,"['August 13, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yasunori Koyama'],5.9,2,7.0,8.3,1614.0,8.4,303
802,"['August 20, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Isamu Takara'],['Kentarō Fujita'],6.9,5,7.0,8.8,2396.0,8.8,258
803,"['August 27, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Yoshihiro Ueda'],4.8,6,9.0,9.2,2901.0,9.0,254
804,"['September 3, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Satoshi Itō'],6.7,4,12.0,9.5,5068.0,9.2,314
805,"['September 17, 2017']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Katsumi Tokoro'],7.6,5,9.0,8.9,2620.0,9.0,254
806,"['September 24, 2017']",['Jin Tanaka'],['Miho Shiraishi'],"['Yūsuke Isōchi', 'Shingo Fujisaki']",['Miho Hirayama'],6.0,4,14.0,9.1,3035.0,9.0,263
807,"['October 1, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Takashi Ōtsuka'],4.7,3,2.0,8.3,2247.0,7.0,337
808,"['October 1, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],"['Kenji Yokoyama', 'Noboru Koizumi']",['Takashi Ōtsuka'],4.7,3,17.0,9.7,44939.0,9.4,836
809,"['October 15, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yusuke Suzuki'],6.0,6,9.0,9.0,2953.0,8.6,273
810,"['October 22, 2017']",['Jin Tanaka'],['Miho Shiraishi'],"['Shigefumi Shingaki', 'Kazuya Hisada']",['Kentarō Fujita'],5.6,6,5.0,9.1,2771.0,9.0,310
811,"['October 29, 2017']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Yasunori Koyama'],6.0,5,9.0,8.9,2610.0,8.6,260
812,"['November 5, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.1,6,13.0,8.8,2495.0,8.8,231
813,"['November 12, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],"['Kimitaka Itō', 'Eisaku Inoue']",['Katsumi Tokoro'],6.6,6,11.0,8.5,1876.0,9.0,234
814,"['November 19, 2017']",['Jin Tanaka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Satoshi Itō'],6.4,6,13.0,8.5,1861.0,8.8,230
815,"['November 26, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yusuke Suzuki'],6.4,6,6.0,8.9,2531.0,8.8,260
816,"['December 3, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Noboru Koizumi'],['Masahiro Hosoda'],5.9,6,1.0,9.0,2708.0,9.2,287
817,"['December 10, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Midori Matsuda'],['Miho Hirayama'],6.7,4,6.0,9.6,6168.0,9.6,477
818,"['December 17, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],"['Kenji Yokoyama', 'Fukumoto Yasuko']",['Kentarō Fujita'],6.2,4,9.0,9.2,2899.0,9.2,266
819,"['December 24, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],5.0,4,11.0,9.2,2924.0,9.2,275
820,"['January 7, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],['Shingo Fujisaki'],['Yasunori Koyama'],5.6,4,10.0,8.9,2670.0,8.8,292
821,"['January 14, 2018']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shūichi Itō'],['Yusuke Suzuki'],5.7,6,8.0,8.5,1945.0,8.8,225
822,"['January 21, 2018']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Kentarō Fujita'],6.4,6,13.0,7.9,1351.0,8.8,245
823,"['January 28, 2018']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Hiroyuki Satō'],7.1,6,10.0,8.3,1689.0,8.6,240
824,"['February 4, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],"['Kazuya Hisada', 'Toshio Deguchi']",['Aya Komaki'],6.1,7,9.0,8.8,2059.0,9.0,294
825,"['February 11, 2018']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Satoshi Itō'],5.6,6,9.0,9.5,4673.0,9.4,465
826,"['February 18, 2018']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Toshio Deguchi'],['Katsumi Tokoro'],6.4,6,13.0,8.9,2517.0,9.0,309
827,"['March 4, 2018']",['Kisa Miura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],5.5,6,13.0,7.9,1298.0,8.8,269
828,"['March 18, 2018']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Masahiro Hosoda'],5.0,3,14.0,8.5,1786.0,8.8,272
829,"['March 25, 2018']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shūichi Itō'],['Yasunori Koyama'],6.6,4,10.0,7.9,1206.0,9.0,246
830,"['April 1, 2018']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Aya Komaki'],5.1,5,10.0,8.7,2030.0,8.8,354
831,"['April 8, 2018']",['Kisa Miura'],"['Ryūji Yoshiike', 'Yū Saitō']","['Kenji Yokoyama', 'Fukumoto Yasuko']",['Yusuke Suzuki'],5.9,5,15.0,7.9,1210.0,9.0,273
832,"['April 15, 2018']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.5,5,15.0,9.2,2902.0,9.4,316
833,"['April 22, 2018']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Hiroyuki Satō'],6.6,6,16.0,9.5,4948.0,9.6,365
834,"['April 29, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Satoshi Itō'],5.1,6,15.0,9.1,2686.0,9.0,280
835,"['May 6, 2018']",['Kisa Miura'],"['Ryūji Yoshiike', 'Yū Saitō']",['Shūichi Itō'],['Katsumi Tokoro'],5.3,4,15.0,9.1,2628.0,9.0,291
836,"['May 13, 2018']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yutaka Nakashima'],6.3,6,15.0,8.0,1278.0,8.8,257
837,"['May 20, 2018']",['Jin Tanaka'],['Ryūji Yoshiike'],"['Kenji Yokoyama', 'Fukumoto Yasuko']",['Masahiro Hosoda'],4.8,6,15.0,8.8,2400.0,8.8,277
838,"['May 27, 2018']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.0,6,13.0,8.1,1241.0,9.0,233
839,"['June 3, 2018']",['Shōji Yonemura'],"['Yū Saitō', 'Ryūji Yoshiike']","['Masahiro Shimanuki', 'Keiichi Ichikawa']",['Aya Komaki'],5.5,6,15.0,8.4,1718.0,9.2,181
840,"['June 10, 2018']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yutaka Nakashima'],6.2,6,13.0,7.9,1163.0,9.0,203
841,"['June 17, 2018']",['Kisa Miura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Kōhei Kureta'],5.4,7,12.0,8.6,1810.0,9.0,185
842,"['June 24, 2018']",['Jin Tanaka'],['Miho Shiraishi'],"['Toshio Deguchi', 'Eisaku Inoue']",['Yusuke Suzuki'],5.6,6,11.0,8.6,1811.0,9.2,176
843,"['July 1, 2018']",['Tomohiro Nakayama'],['Yū Saitō'],"['Shūichi Itō', 'Kimitaka Itō']",['Takahiro Imamura'],5.0,6,14.0,7.8,1138.0,8.8,165
844,"['July 8, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],"['Kenji Yokoyama', 'Fukumoto Yasuko']",['Satoshi Itō'],5.3,5,13.0,7.7,1093.0,9.0,170
845,"['July 15, 2018']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Yoshihiro Ueda'],5.1,4,14.0,7.8,1131.0,9.0,195
846,"['July 22, 2018']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Yutaka Nakashima'],5.4,6,12.0,7.8,1124.0,8.8,181
847,"['July 29, 2018']",['Kisa Miura'],['Yū Saitō'],['Shigefumi Shingaki'],['Masahiro Hosoda'],5.4,6,13.0,7.8,1131.0,8.8,179
848,"['August 5, 2018']",['Tomohiro Nakayama'],['Miho Shiraishi'],"['Kimitaka Itō', 'Eisaku Inoue']",['Hiroyuki Satō'],5.4,6,12.0,7.8,1162.0,8.6,185
849,"['August 12, 2018']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shūichi Itō'],['Katsumi Tokoro'],5.2,4,9.0,9.4,3928.0,9.4,341
850,"['August 19, 2018']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Masayuki Takagi'],['Ryōta Nakamura'],6.1,6,13.0,9.3,3744.0,9.0,415
851,"['August 26, 2018']",['Jin Tanaka'],['Yū Saitō'],['Toshio Deguchi'],['Kōhei Kureta'],4.3,7,13.0,8.9,2589.0,9.0,283
852,"['September 2, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],"['Kenji Yokoyama', 'Fukumoto Yasuko']",['Aya Komaki'],5.0,7,12.0,9.0,2731.0,9.0,260
853,"['September 16, 2018']",['Kisa Miura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],5.0,6,12.0,8.5,1897.0,8.8,233
854,"['September 23, 2018']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Satoshi Itō'],4.4,4,12.0,8.8,2450.0,8.6,234
855,"['September 30, 2018']",['Atsuhiro Tomioka'],['Yū Saitō'],"['Kimitaka Itō', 'Eisaku Inoue']",['Yusuke Suzuki'],4.5,5,12.0,8.6,1903.0,8.8,244
856,"['October 7, 2018']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Toshinori Fukuzawa'],5.0,4,12.0,9.3,3530.0,9.2,341
857,"['October 14, 2018']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shūichi Itō'],['Yasunori Koyama'],5.5,5,13.0,9.0,2698.0,9.0,259
858,"['October 21, 2018']",['Kisa Miura'],['Miho Shiraishi'],"['Kenji Yokoyama', 'Fukumoto Yasuko']",['Takahiro Imamura'],5.3,6,9.0,7.9,1299.0,8.8,254
859,"['October 28, 2018']",['Tomohiro Nakayama'],['Yū Saitō'],['Toshio Deguchi'],['Yusuke Suzuki'],5.8,5,12.0,7.5,979.0,8.4,215
860,"['November 4, 2018']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Aya Komaki'],6.6,6,13.0,7.9,1111.0,8.8,273
861,"['November 11, 2018']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],5.0,6,11.0,7.7,1003.0,8.8,227
862,"['November 18, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],"['Masahiro Shimanuki', 'Midori Matsuda']",['Hiroyuki Satō'],5.6,6,4.0,9.1,2974.0,9.2,306
863,"['November 25, 2018']",['Kisa Miura'],['Yū Saitō'],['Masayuki Takagi'],['Yoshihiro Ueda'],4.9,6,13.0,8.2,1214.0,8.8,241
864,"['December 9, 2018']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Yutaka Nakashima'],4.9,6,14.0,9.0,2684.0,9.2,240
865,"['December 16, 2018']",['Jin Tanaka'],['Ryūji Yoshiike'],"['Kenji Yokoyama', 'Fukumoto Yasuko']",['Yusuke Suzuki'],4.9,6,11.0,8.6,1848.0,9.0,227
866,"['December 23, 2018']",['Shōji Yonemura'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],5.7,3,12.0,8.1,1335.0,8.8,230
867,"['January 6, 2019']",['Kisa Miura'],['Yū Saitō'],"['Kimitaka Itō', 'Eisaku Inoue']",['Masahiro Hosoda'],4.7,4,14.0,8.6,2016.0,8.6,262
868,"['January 13, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Aya Komaki'],5.0,4,12.0,9.5,5050.0,9.4,349
869,"['January 20, 2019']",['Jin Tanaka'],['Ryūji Yoshiike'],"['Kazuya Hisada', 'Yūsuke Isōchi']",['Katsumi Tokoro'],6.0,6,5.0,9.3,3579.0,9.2,301
870,"['January 27, 2019']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Kōhei Kureta'],5.2,7,15.0,9.7,21685.0,9.6,653
871,"['February 3, 2019']",['Tomohiro Nakayama'],['Yū Saitō'],['Shigefumi Shingaki'],['Yutaka Nakashima'],5.6,4,16.0,9.5,10068.0,9.0,366
872,"['February 10, 2019']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],4.5,7,15.0,8.9,2665.0,9.0,275
873,"['February 17, 2019']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Satoshi Itō'],4.7,6,15.0,9.0,2843.0,9.0,266
874,"['February 24, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],5.5,6,15.0,8.6,1944.0,8.8,252
875,"['March 3, 2019']",['Jin Tanaka'],['Yū Saitō'],['Toshio Deguchi'],['Aya Komaki'],5.7,5,16.0,8.6,1967.0,8.8,300
876,"['March 17, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Masahiro Hosoda'],5.4,6,15.0,8.9,2688.0,9.0,282
877,"['March 24, 2019']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Toshinori Fukuzawa'],5.0,4,16.0,9.4,4736.0,9.4,551
878,"['March 31, 2019']",['Shōji Yonemura'],['Miho Shiraishi'],"['Kimitaka Itō', 'Eisaku Inoue']",['Yutaka Nakashima'],5.3,4,23.0,8.7,2217.0,8.4,412
879,"['April 7, 2019']",['Jin Tanaka'],['Yū Saitō'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],5.7,6,3.0,7.7,1013.0,8.6,326
880,"['April 14, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Hiroyuki Satō'],5.9,4,13.0,7.7,1008.0,8.8,348
881,"['April 21, 2019']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Yusuke Suzuki'],5.2,7,2.0,6.3,1148.0,6.8,278
882,"['April 28, 2019']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Toshio Deguchi'],['Satoshi Itō'],5.1,6,2.0,6.5,1039.0,7.6,250
883,"['May 5, 2019']",['Shōji Yonemura'],['Yū Saitō'],['Shūichi Itō'],['Katsumi Tokoro'],4.1,4,6.0,6.6,1021.0,8.0,241
884,"['May 12, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],"['Kimitaka Itō', 'Eisaku Inoue']",['Yutaka Nakashima'],4.5,6,8.0,6.7,1040.0,8.0,257
885,"['May 19, 2019']",['Jin Tanaka'],['Ryūji Yoshiike'],"['Kazuya Hisada', 'Masahiro Shimanuki']",['Yoshihiro Ueda'],5.0,6,15.0,7.4,1175.0,8.2,279
886,"['May 26, 2019']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Masahiro Hosoda'],5.1,4,9.0,7.3,1050.0,8.8,246
887,"['June 2, 2019']",['Shōji Yonemura'],['Yū Saitō'],['Masahiro Kitazaki'],['Yutaka Nakashima'],5.4,6,4.0,8.2,1740.0,8.2,255
888,"['June 9, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Katsumi Tokoro'],5.6,6,7.0,7.7,1061.0,8.8,283
889,"['June 16, 2019']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],5.4,6,7.0,7.6,1087.0,8.0,322
890,"['June 23, 2019']",['Atsuhiro Tomioka'],['Yū Saitō'],"['Kenji Yokoyama', 'Toshio Deguchi']",['Yusuke Suzuki'],6.5,6,5.0,7.3,1087.0,8.6,340
891,"['June 30, 2019']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kazuya Hisada'],['Toshinori Fukuzawa'],6.3,4,12.0,8.6,2248.0,9.0,452
892,"['July 7, 2019']",['Shōji Yonemura'],"['Sadaaki Honma', 'Toshinori Iino']",['Midori Matsuda'],['Tatsuya Nagamine'],5.2 (Original)5.3 (Rerun),5 (Both),11.0,9.3,4886.0,9.6,820
893,"['July 14, 2019']",['Atsuhiro Tomioka'],"['Sadaaki Honma', 'Midori Tanaka']",['Shūichi Itō'],['Kōhei Kureta'],5.3 (Original)4.1 (Rerun),4 (Original)7 (Rerun),9.0,8.9,2992.0,9.2,395
894,"['July 21, 2019']",['Jin Tanaka'],"['Sadaaki Honma', 'Guo Wei Huang']","['Yūsuke Isōchi', 'Yukiko Nakatani']",['Aya Komaki'],6.0 (Original)4.4 (Rerun),5 (Original)6 (Rerun),11.0,9.1,3099.0,9.4,400
895,"['July 28, 2019']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yutaka Nakashima'],4.7 (Original)4.4 (Rerun),5 (Original)6 (Rerun),0.0,5.8,935.0,7.4,283
